ArticleID,Pub_Type,Authors,Year ,Title,Pub_name,Volume,Issue,Pages,source
25067,Journal Article,Parravicini_etal,2012,Understanding relationships between conflicting human uses and coastal ecosystems status: A geospatial modeling approach,Ecological Indicators,19,,253-263,PubDatabase
25068,Journal Article,Parry_etal,2009,Allocation of hunting effort by Amazonian smallholders: Implications for conserving wildlife in mixed-use landscapes,Biological Conservation,142,8,1777-1786,PubDatabase
25071,Journal Article,Parsons_etal,2014,Global positioning system data-loggers: A tool to quantify fine-scale movement of Domestic animals to evaluate potential for zoonotic transmission to an endangered wildlife population,PLoS ONE,9,11,,PubDatabase
25072,Journal Article,Partelow_etal,2015,Pollution exposure on marine protected areas: A global assessment,Marine Pollution Bulletin,100,1,352-358,PubDatabase
25073,Journal Article,Paschoalini_etal,2020,On the brink of isolation: Population estimates of the Araguaian river dolphin in a human-impacted region in Brazil,PLoS ONE,15,4,,PubDatabase
25075,Journal Article,Pascual-Rico_etal,2020,Ecological niche overlap between co-occurring native and exotic ungulates: insights for a conservation conflict,Biological Invasions,22,8,2497-2508,PubDatabase
25076,Journal Article,Pasha_etal,2020,Assessment of shifting cultivation fallows in Northeastern India using Landsat imageries,Tropical Ecology,61,1,65-75,PubDatabase
25077,Journal Article,Pasher_etal,2013,Development of boreal ecosystem anthropogenic disturbance layers for Canada based on 2008 to 2010 Landsat imagery,Canadian Journal of Remote Sensing,39,1,42-58,PubDatabase
25078,Journal Article,Pasqualini_etal,2011,"A GIS-based multicriteria evaluation for aiding risk management Pinus pinaster Ait. Forests: A case study in Corsican island, western Mediterranean region",Environmental Management,48,1,38-56,PubDatabase
25080,Journal Article,Patino and Estupinan-Suarez,2016,Hotspots of Wetland Area Loss in Colombia,Wetlands,36,5,935-943,PubDatabase
25082,Journal Article,Patrizzi and Dobrovolski,2018,Integrating climate change and human impacts into marine spatial planning: A case study of threatened starfish species in Brazil,Ocean and Coastal Management,161,,177-188,PubDatabase
25083,Journal Article,Pattanaik_etal,2008,"Mapping, monitoring and conservation of Malianandi wetland ecosystem, Orissa, India using remote sensing and GIS",Proceedings of the National Academy of Sciences India Section B - Biological Sciences,78,SPEC. ISSUE,81-89,PubDatabase
25084,Journal Article,Pattanaik_etal,2011,"Assessment of spatial and temporal dynamics of tropical forest cover: A case study in Malkangiri district of Orissa, India",Journal of Geographical Sciences,21,1,176-192,PubDatabase
25086,Journal Article,Patthey_etal,2008,Impact of outdoor winter sports on the abundance of a key indicator species of alpine ecosystems,Journal of Applied Ecology,45,6,1704-1711,PubDatabase
25088,Journal Article,Pauchard_etal,2003,Plant invasions in protected areas at multiple scales: Linaria vulgaris (Scrophulariaceae) in the West Yellowstone area,Western North American Naturalist,63,4,416-428,PubDatabase
25089,Book Section,"Paudel, P. K.",2012,Challenges to wildlife conservation posed by hunting in non-protected areas north of the Bardia national park, Himalayan Biodiversity in the Changing World,,,177-195,PubDatabase
25099,Journal Article,Peck_etal,2011,"Focusing Conservation Efforts for the Critically Endangered Brown-headed Spider Monkey (Ateles fusciceps) Using Remote Sensing, Modeling, and Playback Survey Methods",International Journal of Primatology,32,1,134-148,PubDatabase
25101,Conference Proceeding,"Pedroni, P. M., Deffis, J. M. and Alberti Di, C.",2010,Delivering in sensitive environments: Incorporating biodiversity and ecosystem conservation into operations,,2,,907-916,PubDatabase
25112,Journal Article,Penney and Guinotte,2013,Evaluation of New Zealand's high-seas bottom trawl closures using predictive habitat models and quantitative risk assessment,PLoS ONE,8,12,,PubDatabase
25114,Journal Article,Pennino_etal,2017,A spatially explicit risk assessment approach: Cetaceans and marine traffic in the Pelagos Sanctuary (Mediterranean Sea),PLoS ONE,12,6,,PubDatabase
25118,Journal Article,Peregrym_etal,2020,How are the Mediterranean islands polluted by artificial light at night?,Ocean and Coastal Management,198,,,PubDatabase
25120,Journal Article,Pereira_etal,2020,"Electrocutions in free-living black-tufted marmosets (Callithrix penicillata) in anthropogenic environments in the Federal District and surrounding areas, Brazil",Primates,61,2,321-329,PubDatabase
25122,Journal Article,Pérez-García_etal,2017,Using risk prediction models and species sensitivity maps for large-scale identification of infrastructure-related wildlife protection areas: The case of bird electrocution,Biological Conservation,210,,334-342,PubDatabase
25123,Journal Article,Périquet_etal,2018,Testing the value of citizen science for roadkill studies: A case study from South Africa,Frontiers in Ecology and Evolution,6,FEB,,PubDatabase
25124,Journal Article,Peristeraki_etal,2020,The effect of bottom trawl fishery on biomass variations of demersal chondrichthyes in the eastern Mediterranean,Fisheries Research,221,,,PubDatabase
25127,Journal Article,Pertierra_etal,2017,High resolution spatial mapping of human footprint across antarctica and its implications for the strategic conservation of avifauna,PLoS ONE,12,1,,PubDatabase
25130,Journal Article,Peterson_etal,2006,"Genetically engineered plants, endangered species, and risk: A temporal and spatial exposure assessment for karner blue butterfly larvae and Bt maize pollen",Risk Analysis,26,3,845-858,PubDatabase
25133,Journal Article,Petit and Elbersen,2006,Assessing the risk of impact of farming intensification on calcareous grasslands in Europe: A quantitative implementation of the MIRABEL framework,Ambio,35,6,297-303,PubDatabase
25137,Journal Article,Petrossian,2015,"Preventing illegal, unreported and unregulated (IUU) fishing: A situational approach",Biological Conservation,189,,39-48,PubDatabase
25138,Journal Article,Petrozzi_etal,2018,Exploring the main threats to the threatened African spurred tortoise Centrochelys sulcata in the West African Sahel,ORYX,52,3,544-551,PubDatabase
25139,Journal Article,Petz_etal,2014,Mapping and modelling trade-offs and synergies between grazing intensity and ecosystem services in rangelands using global-scale datasets and models,Global Environmental Change,29,,223-234,PubDatabase
25145,Journal Article,Phipps_etal,2013,Do Power Lines and Protected Areas Present a Catch-22 Situation for Cape Vultures (Gyps coprotheres)?,PLoS ONE,8,10,,PubDatabase
25146,Journal Article,Phoenix_etal,2006,Atmospheric nitrogen deposition in world biodiversity hotspots: The need for a greater global perspective in assessing N deposition impacts,Global Change Biology,12,3,470-476,PubDatabase
25150,Journal Article,Pidgeon_etal,2015,Will representation targets based on area protect critical resources for the conservation of the Tucuman Parrot?,Condor,117,4,503-517,PubDatabase
25153,Journal Article,Pierre_etal,2018,"Comparison of Recent Oil and Gas, Wind Energy, and Other Anthropogenic Landscape Alteration Factors in Texas Through 2014",Environmental Management,61,5,805-818,PubDatabase
25156,Journal Article,Pikesley_etal,2015,"Modelling the niche for a marine vertebrate: A case study incorporating behavioural plasticity, proximate threats and climate change",Ecography,38,8,803-812,PubDatabase
25157,Journal Article,Pikesley_etal,2016,Pink sea fans (Eunicella verrucosa) as indicators of the spatial efficacy of Marine Protected Areas in southwest UK coastal waters,Marine Policy,64,,38-45,PubDatabase
25158,Journal Article,Pilcher_etal,2017,A low-cost solution for documenting distribution and abundance of endangered marine fauna and impacts from fisheries,PLoS ONE,12,12,,PubDatabase
25159,Journal Article,Pilot_etal,2018,"Widespread, long-term admixture between grey wolves and domestic dogs across Eurasia and its implications for the conservation status of hybrids",Evolutionary Applications,11,5,662-680,PubDatabase
25162,Journal Article,Pinho_etal,2018,Mapping Portuguese Natura 2000 sites in risk of biodiversity change caused by atmospheric nitrogen pollution,PLoS ONE,13,6,,PubDatabase
25165,Journal Article,Pinto_etal,2020,Effects of roads on terrestrial vertebrate species in Latin America,Environmental Impact Assessment Review,81,,,PubDatabase
25166,Journal Article,Piqueray_etal,2008,"Naturalization and impact of a horticultural species, cotoneaster horizontalis (rosaceae) in biodiversity hotspots in Belgium",Belgian Journal of Botany,141,2,113-124,PubDatabase
25169,Journal Article,Pirotta_etal,2018,Modelling beluga habitat use and baseline exposure to shipping traffic to design effective protection against prospective industrialization in the Canadian Arctic,Aquatic Conservation: Marine and Freshwater Ecosystems,28,3,713-722,PubDatabase
25172,Journal Article,Pitman_etal,2015,"The importance of refugia, ecological traps and scale for large carnivore management",Biodiversity and Conservation,24,8,1975-1987,PubDatabase
25175,Journal Article,Plaza_etal,2019,The perfect threat: Pesticides and vultures,Science of the Total Environment,687,,1207-1218,PubDatabase
25178,Journal Article,Plumptre_etal,2014,Efficiently targeting resources to deter illegal activities in protected areas,Journal of Applied Ecology,51,3,714-725,PubDatabase
25182,Journal Article,Polaina_etal,2016,"Putting susceptibility on the map to improve conservation planning, an example with terrestrial mammals",Diversity and Distributions,22,8,881-892,PubDatabase
25188,Journal Article,Ponnampalam_etal,2015,"Aligning conservation and research priorities for proactive species and habitat management: The case of dugongs Dugong dugon in Johor, Malaysia",ORYX,49,4,743-749,PubDatabase
25189,Journal Article,Pontius_etal,2008,"Ash decline assessment in emerald ash borer-infested regions: A test of tree-level, hyperspectral technologies",Remote Sensing of Environment,112,5,2665-2676,PubDatabase
25190,Journal Article,Poor_etal,2019,"The road to deforestation: Edge effects in an endemic ecosystem in Sumatra, Indonesia",PLoS ONE,14,7,,PubDatabase
25191,Journal Article,Poos_etal,2010,Secondary invasion of the round goby into high diversity Great Lakes tributaries and species at risk hotspots: Potential new concerns for endangered freshwater species,Biological Invasions,12,5,1269-1284,PubDatabase
25193,Journal Article,Porobic_etal,2019,"The impact of fishing on a highly vulnerable ecosystem, the case of Juan Fernández Ridge ecosystem",PLoS ONE,14,2,,PubDatabase
25200,Journal Article,Potter_etal,2019,Important insect and disease threats to United States tree species and geographic patterns of their potential impacts,Forests,10,4,,PubDatabase
25210,Journal Article,Ferrarini_etal,2021,Preserving the Mediterranean bird flyways: Assessment and prioritization of 38 main wetlands under human and climate threats in Sardinia and Sicily (Italy),Science of the Total Environment,751,,,PubDatabase
25211,Conference Proceeding,"Preece, H. J.",2007,Identifying hotspots for threats to koalas using spatial analysis,,,,,PubDatabase
25216,Journal Article,Pretorius_etal,2019,Landscape correlates of space use in the critically endangered African wild dog Lycaon pictus,PLoS ONE,14,3,,PubDatabase
25221,Journal Article,Price_etal,2011,Sea louse infection of juvenile sockeye salmon in relation to marine salmon farms on Canada's west coast,PLoS ONE,6,2,,PubDatabase
25223,Journal Article,Proctor_etal,2015,Grizzly bear connectivity mapping in the Canada-United States trans-border region,Journal of Wildlife Management,79,4,544-558,PubDatabase
25225,Journal Article,Prosser_etal,2016,Spatial modeling of wild bird risk factors for highly pathogenic a(H5N1) avian influenza virus transmission,,60,1,329-336,PubDatabase
25229,Journal Article,Pullanikkatil_etal,2016,"Assessment of land use change in Likangala River catchment, Malawi: A remote sensing and DPSIR approach",Applied Geography,71,,2023-09-01,PubDatabase
