ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title
25153,Pierre_etal,2018,Observational,Terrestrial,Sub-national,1,north america,United States,"Comparison of Recent Oil and Gas, Wind Energy, and Other Anthropogenic Landscape Alteration Factors in Texas Through 2014"
25156,Pikesley_etal,2015,Observational,Marine,Multi-national,81,north atlantic,Cape Verde,"Modelling the niche for a marine vertebrate: A case study incorporating behavioural plasticity, proximate threats and climate change"
25157,Pikesley_etal,2016,Observational,Marine,Sub-national,200,north atlantic,United Kingdom,Pink sea fans (Eunicella verrucosa) as indicators of the spatial efficacy of Marine Protected Areas in southwest UK coastal waters
25158,Pilcher_etal,2017,Observational,Marine,National,,south china sea,Thailand,A low-cost solution for documenting distribution and abundance of endangered marine fauna and impacts from fisheries
25159,Pilot_etal,2018,Observational,Terrestrial,Continental,,asia,Unknown,"Widespread, long-term admixture between grey wolves and domestic dogs across Eurasia and its implications for the conservation status of hybrids"
25162,Pinho_etal,2018,Observational,Terrestrial,National,,europe,Portugal,Mapping Portuguese Natura 2000 sites in risk of biodiversity change caused by atmospheric nitrogen pollution
25165,Pinto_etal,2020,Observational,Terrestrial,Continental,10000,south america,Unknown,Effects of roads on terrestrial vertebrate species in Latin America
25166,Piqueray_etal,2008,Observational,Terrestrial,National,,europe,Belgium,"Naturalization and impact of a horticultural species, cotoneaster horizontalis (rosaceae) in biodiversity hotspots in Belgium"
25169,Pirotta_etal,2018,Observational,Marine,Sub-national,30,arctic ocean,Canada,Modelling beluga habitat use and baseline exposure to shipping traffic to design effective protection against prospective industrialization in the Canadian Arctic
25172,Pitman_etal,2015,Observational,Terrestrial,Sub-national,,africa,South Africa,"The importance of refugia, ecological traps and scale for large carnivore management"
25175,Plaza_etal,2019,Observational,Terrestrial,Global,,Unknown,Unknown,The perfect threat: Pesticides and vultures
25178,Plumptre_etal,2014,Observational,Terrestrial,Multi-national,62500,africa,Burundi,Efficiently targeting resources to deter illegal activities in protected areas
25182,Polaina_etal,2016,Observational,Terrestrial,Global,1,Unknown,Unknown,"Putting susceptibility on the map to improve conservation planning, an example with terrestrial mammals"
25188,Ponnampalam_etal,2015,Observational,Marine,Local,,south china sea,Malaysia,"Aligning conservation and research priorities for proactive species and habitat management: The case of dugongs Dugong dugon in Johor, Malaysia"
25189,Pontius_etal,2008,Observational,Terrestrial,Sub-national,1,north america,United States,"Ash decline assessment in emerald ash borer-infested regions: A test of tree-level, hyperspectral technologies"
25190,Poor_etal,2019,Observational,Terrestrial,Local,30,asia,Indonesia,"The road to deforestation: Edge effects in an endemic ecosystem in Sumatra, Indonesia"
25191,Poos_etal,2010,Observational,Freshwater,Sub-national,,north america,Canada,Secondary invasion of the round goby into high diversity Great Lakes tributaries and species at risk hotspots: Potential new concerns for endangered freshwater species
25193,Porobic_etal,2019,Observational,Marine,Sub-national,,south pacific,Chile,"The impact of fishing on a highly vulnerable ecosystem, the case of Juan Fernández Ridge ecosystem"
25200,Potter_etal,2019,Observational,Terrestrial,National,,north america,United States,Important insect and disease threats to United States tree species and geographic patterns of their potential impacts
25211,Preece,2007,Observational,Terrestrial,Local,500,australasia,Australia,Identifying hotspots for threats to koalas using spatial analysis
25216,Pretorius_etal,2019,Observational,Terrestrial,Sub-national,,africa,South Africa,Landscape correlates of space use in the critically endangered African wild dog Lycaon pictus
25221,Price_etal,2011,Observational,Freshwater,Sub-national,,north america,Canada,Sea louse infection of juvenile sockeye salmon in relation to marine salmon farms on Canada's west coast
25223,Proctor_etal,2015,Observational,Terrestrial,Sub-national,,north america,Canada,Grizzly bear connectivity mapping in the Canada-United States trans-border region
25225,Prosser_etal,2016,Observational,Terrestrial,National,1,asia,China,Spatial modeling of wild bird risk factors for highly pathogenic a(H5N1) avian influenza virus transmission
25229,Pullanikkatil_etal,2016,Observational,Freshwater,Local,,africa,Malawi,"Assessment of land use change in Likangala River catchment, Malawi: A remote sensing and DPSIR approach"
25230,Pullanikkatil_etal,2020,Observational,Freshwater,Local,,africa,Malawi,Unsustainable trade-offs: provisioning ecosystem services in rapidly changing Likangala River catchment in southern Malawi
25232,Pupina_etal,2018,Observational,Freshwater,National,arc-minutes,europe,Latvia,"Species distribution modelling: Bombina bombina (linnaeus, 1761) and its important invasive threat perccottus glenii (dybowski, 1877) in Latvia under global climate change"
25233,Purroy_etal,2014,Observational,Marine,Local,500,mediterranean,Spain,Spatial assessment of artisanal fisheries and their potential impact on the seabed: the Cap de Creus regional case study (northwestern Mediterranean Sea)
25234,Pusparini_etal,2018,Observational,Terrestrial,Local,,asia,Indonesia,A pathway to recovery: The Critically Endangered Sumatran tiger Panthera tigris sumatrae in an 'in danger' UNESCO World Heritage Site
25240,Qiuqin and Tianzhu,2018,Observational,Terrestrial,Local,,asia,China,Land consolidation design based on an evaluation of ecological sensitivity
25241,Qu_etal,2018,Observational,Terrestrial,Sub-national,1,asia,China,"What drives the vegetation restoration in Yangtze River basin, China: Climate change or anthropogenic factors?"
25242,Quadroni_etal,2017,Observational,Freshwater,Local,,europe,Italy,Response of stream benthic macroinvertebrates to current water management in Alpine catchments massively developed for hydropower
25246,Queiroz_etal,2016,Observational,Marine,Global,1,Unknown,Unknown,Ocean-wide tracking of pelagic sharks reveals extent of overlap with longline fishing hotspots
25247,Queiroz_etal,2019,Observational,Marine,Global,1,Unknown,Unknown,Global spatial risk assessment of sharks under the footprint of fisheries
25266,Rahman_etal,2020,S_Review,Freshwater,Continental,,asia,Unknown,Chytrid infection in asia: How much do we know and what else do we need to know?
25268,Raimondo_etal,2019,Observational,Freshwater,Sub-national,,north america,United States,A unified approach for protecting listed species and ecosystem services in isolated wetlands using community-level protection goals
25270,Rajah_etal,2020,Observational,Terrestrial,Local,20,africa,South Africa,Assessing the synergistic potential of Sentinel-2 spectral reflectance bands and derived vegetation indices for detecting and mapping invasive alien plant species
25274,Ramachandra_etal,2016,Observational,Terrestrial,Sub-national,,asia,India,"Geospatial analysis of forest fragmentation in Uttara Kannada District, India"
25275,Ramachandra_etal,2018,Observational,Terrestrial,Local,,asia,India,"Modelling landscape dynamics with LST in protected areas of Western Ghats, Karnataka"
25276,Ramachandran_etal,2018,Observational,Terrestrial,Sub-national,,asia,India,"Long-term land use and land cover changes (1920–2015) in Eastern Ghats, India: Pattern of dynamics and challenges in plant species conservation"
25278,Ramirez_etal,2018,Observational,Marine,Multi-national,0.25,mediterranean,Bosnia and Herzegovina,Spatial congruence between multiple stressors in the Mediterranean Sea may reduce its resilience to climate impacts
25283,Ramirez-Villegas_etal,2012,Observational,Terrestrial,Continental,0.5,south america,Unknown,Analysis of threats to South American flora and its implications for conservation
25286,Ramos-Merchante and Prenda,2018,Observational,Freshwater,Sub-national,,europe,Spain,The Ecological and Conservation Status of The Guadalquivir River Basin (s Spain) Through The Application Of A Fish-based Multimetric Index
25287,Ramp_etal,2006,Observational,Terrestrial,Local,300,australasia,Australia,"Assessing the impacts of roads in peri-urban reserves: Road-based fatalities and road usage by wildlife in the Royal National Park, New South Wales, Australia"
25292,Rao and Pant,2001,Observational,Freshwater,Local,,asia,India,"Land use dynamics and landscape change pattern in a typical micro watershed in the mid elevation zone of central Himalaya, India"
25296,Rashid_etal,2013,Observational,Terrestrial,Sub-national,,asia,India,"Geospatial modelling approach for identifying disturbance regimes and biodiversity rich areas in North Western Himalayas, India"
25297,Rashid_etal,2020,Observational,Terrestrial,Local,30,asia,Bangladesh,Spatiotemporal changes of vegetation and land surface temperature in the refugee camps and its surrounding areas of Bangladesh after the Rohingya influx from Myanmar
25298,Rashidi_etal,2016,Observational,Terrestrial,Sub-national,,africa,Kenya,Elephant poaching risk assessed using spatial and non-spatial Bayesian models
25299,Rasmussen_etal,2013,Observational,Freshwater,Local,,europe,Denmark,A catchment scale evaluation of multiple stressor effects in headwater streams
W26590,Ratsimbazafy_etal,2016,Observational,Marine,Local,,indian ocean,Madagascar,Fishing site mapping using local knowledge provides accurate and satisfactory results: case study of octopus fisheries in Madagascar
25304,Rattner_etal,2000,S_Review,Terrestrial,Sub-national,,north atlantic,United States,Contaminant Exposure and Effects - Terrestrial Vertebrates database: Trends and data gaps for Atlantic coast estuaries
25308,Rayan and Linkie,2015,Observational,Terrestrial,Local,4,asia,Malaysia,Conserving tigers in Malaysia: A science-driven approach for eliciting conservation policy change
25309,Razgour_etal,2018,Observational,Terrestrial,Multi-national,1,europe,United Kingdom,An integrated framework to identify wildlife populations under threat from climate change
25313,Reddy_etal,2014,Observational,Terrestrial,Sub-national,25,asia,India,"Threat evaluation for biodiversity conservation of forest ecosystems using geospatial techniques: A case study of Odisha, India"
25315,Redfern_etal,2012,Observational,Marine,Sub-national,4,north pacific,United States,Assessing the Risk of Ships Striking Large Whales in Marine Spatial Planning
25317,Reece_etal,2013,Observational,Terrestrial,Local,,north atlantic,United States,"Sea level rise, land use, and climate change influence the distribution of loggerhead turtle nests at the largest USA rookery (Melbourne Beach, Florida)"
25324,Reina-Rodríguez and Soriano,2008,Observational,Marine,Local,,mediterranean,Spain,Diachronic cartography and spatial pattern assessment in coastal habitats: The case of Torredembarra (northeast Spain)
