ArticleID,Authors,Year,Study_design,Ecoregion,Spatial_Scale,Spatial_res,Continent_Ocean,country_eez,Title,Threat,Threat1,Threat_metric,Threat_data,Quantity_threats,threat_precision,threat_database,Threat_decoded,Threat1_decoded,Georef_ind_driver,Direct_driver,Indirect_driver
24582,Liu_etal,2008,Observational,Terrestrial,Sub-national,,asia,China,Evaluating the influence of road networks on landscape and regional ecological risk-A case study in Lancang River Valley of Southwest China,4.1:RoadRail,4,database; rs,Qualitative,1,level2,NationalFundamentalGISCentre_2002,Roads & Railroads,Transportation & Service Corridors,1,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change,demographic;society_and_culture;technology
24585,Liu_etal,2012,Observational,Terrestrial,Local,,north america,United States,Almond organophosphate and pyrethroid use in the San Joaquin Valley and their associated environmental risk,9.3:PollAgrFor,9,database; modelled,Quantitative,1,level2,CaliforniaDPR_2000,Agricultural & Forestry Effluents,Pollution,1;0,climate_change;direct_exploitation;invasive_and_alien_species;pollution,demographic;technology
24590,Liu_etal,2018,Observational,Terrestrial,Local,,asia,China,Effects of Land Use Change on Ecosystem Services in Arid Area Ecological Migration,1.4:DevUnspec; 2.1:AgNTC,1; 2,rs,Qualitative,2,level1,,Annual & Perennial Non-Timber Crops; Development (Unspecified),Agriculture & Aquaculture; Residential & Commercial Development,1,climate_change;direct_exploitation;land/sea_use_change;pollution,economic
24595,Liu_etal,2020,Observational,Freshwater,Sub-national,,asia,China,Conversion between natural wetlands and farmland in the Tumen river basin: A multiscale geospatial analysis,2.5:AgUnspec,2,rs,Qualitative,1,level2,,Agriculture (Unspecified),Agriculture & Aquaculture,1;0,climate_change;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions
24597,Livingston_etal,2017,Observational,Terrestrial,Sub-national,,north america,United States,Using changes in basal area increments to map relative risk of HWA impacts on hemlock growth across the Northeastern U.S.A,8.1:SDAlienInv,8,database,Qualitative,1,level2,MaineForestService,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1,direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions;society_and_culture
24600,Loerzel_etal,2017,Observational,Marine,Local,1,north atlantic,United States Virgin Islands,SCUBA divers above the waterline: Using participatory mapping of coral reef conditions to inform reef management,11.3:CC_Temp; 4.3:ShipLane; 5.4:UseAquatic; 6.1:ActivRnR; 6.3:Other; 8.1:SDAlienInv; 9.7:PollUnspec,11; 4; 5; 6; 8; 9,expert,Qualitative,7,cumulative,,Fishing & Harvesting Aquatic Resources; Invasive Non-Native/Alien Species; Pollution (Unspecified); Recreational Activities; Shipping Lanes; Temperature Extremes; Work & Other Activities,Biological Resource Use; Climate Change & Severe Weather; Human Intrusions & Disturbance; Invasive & Problematic Species; Pollution; Transportation & Service Corridors,0,climate_change;direct_exploitation;invasive_and_alien_species;land/sea_use_change;pollution,economic;governance_and_institutions;technology
24601,Löfvenhaft_etal,2004,Observational,Terrestrial,Local,,europe,Sweden,Biotope patterns and amphibian distribution as assessment tools in urban landscape planning,4.1:RoadRail,4,rs; survey,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,0,climate_change;climate_change,economic;society_and_culture
24605,Lohse_etal,2008,Observational,Freshwater,Local,,north america,United States,Forecasting relative impacts of land use on anadromous fish habitat to guide conservation planning,1.1:DevResid; 1.2:DevComInd; 2.1:AgNTC; 2.2:AgWood; 2.3:AgLivestock; 2.5:AgUnspec,1; 2,rs,Qualitative,6,level2,,Agriculture (Unspecified); Annual & Perennial Non-Timber Crops; Commercial & Industrial Areas; Housing & Urban Areas; Livestock Farming & Ranching; Wood & Pulp Plantations,Agriculture & Aquaculture; Residential & Commercial Development,1;0,direct_exploitation;direct_exploitation,economic;technology
24606,Loosen_etal,2019,Observational,Terrestrial,Sub-national,,north america,Canada,Land tenure shapes black bear density and abundance on a multi-use landscape,2.5:AgUnspec; 4.1:RoadRail; 5.1:UseAnimals,2; 4; 5,literature,Qualitative,3,cumulative,,Agriculture (Unspecified); Hunting & Collecting Animals; Roads & Railroads,Agriculture & Aquaculture; Biological Resource Use; Transportation & Service Corridors,1,pollution;pollution,governance_and_institutions
24612,López-Sánchez_etal,2014,Observational,Terrestrial,Sub-national,,north america,United States,Effects of cattle management on oak regeneration in northern Californian Mediterranean oak woodlands,2.3:AgLivestock,2,survey,Qualitative,1,level1,,Livestock Farming & Ranching,Agriculture & Aquaculture,1,land/sea_use_change;land/sea_use_change,governance_and_institutions;society_and_culture
24619,Loveridge_etal,2017,Observational,Terrestrial,Sub-national,500,africa,Zimbabwe,The landscape of anthropogenic mortality: how African lions respond to spatial variation in risk,5.1:UseAnimals,5,survey,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1,invasive_and_alien_species;invasive_and_alien_species,governance_and_institutions;technology
24620,Loveridge_etal,2020,Observational,Terrestrial,Sub-national,,africa,Zimbabwe,Evaluating the spatial intensity and demographic impacts of wire-snare bush-meat poaching on large carnivores,5.1:UseAnimals,5,survey,Quantitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1;na,climate_change;direct_exploitation;direct_exploitation,society_and_culture
24622,Lozano_etal,2017,Observational,Freshwater,Continental,,south america,Unknown,Native and non-native aquatic plants of South America: Comparing and integrating GBIF records with literature data,8.1:SDAlienInv,8,database; literature,Quantitative,1,level2,GBIF.org,Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,land/sea_use_change;pollution;pollution,society_and_culture;technology
24624,Lucifora_etal,2016,Observational,Freshwater,Multi-national,0.5,south america,Brazil,Geographic distribution of the short-tailed river stingray (Potamotrygon brachyura): Assessing habitat loss and fishing as threats to the world's largest obligate freshwater elasmobranch,5.4:UseAquatic,5,literature,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,climate_change;climate_change;direct_exploitation;invasive_and_alien_species,technology
24627,Luizza_etal,2016,Observational,Freshwater,Sub-national,,north america,United States,Integrating subsistence practice and species distribution modeling: assessing invasive elodea’s potential impact on Native Alaskan subsistence of Chinook salmon and whitefish,8.1:SDAlienInv,8,database; expert,Qualitative,1,level2,GBIF.org,Invasive Non-Native/Alien Species,Invasive & Problematic Species,0,climate_change,conflits_and_epidemics
24628,Lunn and Moreau,2004,Observational,Marine,Sub-national,,south china sea,Indonesia,Unmonitored trade in marine ornamental fishes: The case of Indonesia's Banggai cardinalfish (Pterapogon kauderni),5.4:UseAquatic,5,expert,Qualitative,1,level2,,Fishing & Harvesting Aquatic Resources,Biological Resource Use,1,direct_exploitation,conflits_and_epidemics;demographic
24633,Lyon_etal,2011,Observational,Terrestrial,Local,100,europe,Finland,"Biodiversity Hotspots and Visitor Flows in Oulanka National Park, Finland",6.1:ActivRnR,6,survey,Quantitative,1,level2,,Recreational Activities,Human Intrusions & Disturbance,1;0,invasive_and_alien_species,conflits_and_epidemics;demographic;economic
24636,Macdonald_etal,2013,Observational,Terrestrial,Global,1,Unknown,Unknown,A problem shared is a problem reduced: Seeking efficiency in the conservation of felids and primates,5.1:UseAnimals,5,database,Qualitative,1,level2,IUCN,Hunting & Collecting Animals,Biological Resource Use,1,land/sea_use_change,conflits_and_epidemics;demographic;governance_and_institutions
24642,Mach_etal,2017,Observational,Marine,Sub-national,,north pacific,United States,Assessment and management of cumulative impacts in California's network of marine protected areas,1.2:DevComInd; 11.3:CC_Temp; 2.4:Aqua; 3.1:OilGas; 4.3:ShipLane; 8.1:SDAlienInv; 9.2:PollIndMil; 9.3:PollAgrFor; 9.4:PollGarbSW; 9.5:PollAir; 9.6:PollEnergy,1; 11; 2; 3; 4; 8; 9,modelled,Quantitative,11,cumulative,,"Agricultural & Forestry Effluents; Air-Borne Pollutants; Commercial & Industrial Areas; Excess Energy (Light, Heat, Sound); Garbage & Solid Waste; Industrial & Military Effluents; Invasive Non-Native/Alien Species; Marine & Freshwater Aquaculture; Oil & Gas Drilling; Shipping Lanes; Temperature Extremes",Agriculture & Aquaculture; Climate Change & Severe Weather; Energy Production & Mining; Invasive & Problematic Species; Pollution; Residential & Commercial Development; Transportation & Service Corridors,1;0,pollution,conflits_and_epidemics;demographic;society_and_culture
24646,Maclean_etal,2014,Observational,Freshwater,Multi-national,4,africa,DRC,Papyrus swamp drainage and the conservation status of their avifauna,7.2:WaterSystem,7,rs,Qualitative,1,level2,,Dams & Water Management/Use,Natural System Modifications,1,climate_change;direct_exploitation,conflits_and_epidemics;demographic;technology
24648,Macnearney_etal,2016,Observational,Terrestrial,Sub-national,,north america,Canada,Heading for the hills? Evaluating spatial distribution of woodland caribou in response to a growing anthropogenic disturbance footprint,2.2:AgWood; 3.1:OilGas; 4.1:RoadRail,2; 3; 4,modelled,Quantitative,3,cumulative,,Oil & Gas Drilling; Roads & Railroads; Wood & Pulp Plantations,Agriculture & Aquaculture; Energy Production & Mining; Transportation & Service Corridors,0,climate_change;invasive_and_alien_species,conflits_and_epidemics;economic
24654,Magioli_etal,2019,Observational,Terrestrial,Local,,south america,Brazil,Short and narrow roads cause substantial impacts on wildlife,4.1:RoadRail,4,literature,Qualitative,1,level2,,Roads & Railroads,Transportation & Service Corridors,0,climate_change;land/sea_use_change,conflits_and_epidemics;economic;governance_and_institutions
24655,Magliozzi_etal,2020,Observational,Freshwater,Continental,100,europe,Unknown,Assessing invasive alien species in European catchments: Distribution and impacts,8.1:SDAlienInv,8,database; literature,Qualitative,1,level2,EASIN,Invasive Non-Native/Alien Species,Invasive & Problematic Species,1;0,climate_change;pollution,conflits_and_epidemics;economic;society_and_culture
24656,Magness_etal,2011,Observational,Terrestrial,National,,north america,United States,A climate-change adaptation framework to reduce continental-scale vulnerability across conservation reserves,11.1:CC_Habitat,11,modelled,Quantitative,1,level2,,Habitat Shifting & Alteration,Climate Change & Severe Weather,1,direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;economic;technology
24659,Magris_etal,2019,Observational,Freshwater,Sub-national,,south atlantic,Brazil,A modelling approach to assess the impact of land mining on marine biodiversity: Assessment in coastal catchments experiencing catastrophic events (SW Brazil),7.2:WaterSystem,7,modelled,Quantitative,1,level2,,Dams & Water Management/Use,Natural System Modifications,1,direct_exploitation;land/sea_use_change,conflits_and_epidemics;governance_and_institutions
24660,Mahmood_etal,2019,Observational,Terrestrial,Sub-national,,asia,Pakistan,"Distribution and illegal killing of the Endangered Indian pangolin Manis crassicaudata on the Potohar Plateau, Pakistan",5.1:UseAnimals,5,expert,Qualitative,1,level2,,Hunting & Collecting Animals,Biological Resource Use,1,direct_exploitation;pollution,conflits_and_epidemics;governance_and_institutions;society_and_culture
24661,Mahmoud_etal,2019,Observational,Terrestrial,Sub-national,60,africa,Cameroon,"Land-cover change threatens tropical forests and biodiversity in the Littoral Region, Cameroon",1.1:DevResid; 2.2:AgWood; 3.2:MinQuar; 5.3:UseWood,1; 2; 3; 5,rs,Qualitative,4,level2,,Housing & Urban Areas; Logging & Wood Harvesting; Mining & Quarrying; Wood & Pulp Plantations,Agriculture & Aquaculture; Biological Resource Use; Energy Production & Mining; Residential & Commercial Development,1;na,invasive_and_alien_species;land/sea_use_change,conflits_and_epidemics;governance_and_institutions;technology
24663,Maiorano_etal,2019,Observational,Terrestrial,Sub-national,,europe,Italy,"Combining multi-state species distribution models, mortality estimates, and landscape connectivity to model potential species distribution for endangered species in human dominated landscapes",1.4:DevUnspec; 2.5:AgUnspec; 4.1:RoadRail,1; 2; 4,database; modelled,Qualitative,3,cumulative,,Agriculture (Unspecified); Development (Unspecified); Roads & Railroads,Agriculture & Aquaculture; Residential & Commercial Development; Transportation & Service Corridors,0,invasive_and_alien_species;pollution,conflits_and_epidemics;society_and_culture
24667,Malavasi_etal,2016,Observational,Terrestrial,Sub-national,,europe,Italy,The impact of human pressure on landscape patterns and plant species richness in Mediterranean coastal dunes,1.1:DevResid,1,database,Qualitative,1,level2,,Housing & Urban Areas,Residential & Commercial Development,1,land/sea_use_change;pollution,conflits_and_epidemics;society_and_culture;technology
24673,Malherbe_etal,2019,Observational,Terrestrial,Local,,africa,South Africa,Mapping the loss of ecosystem services in a region under intensive land use along the Southern Coast of South Africa,1.1:DevResid; 2.1:AgNTC; 2.2:AgWood; 6.3:Other,1; 2; 6,database,Qualitative,4,level2,NationalLandUse_WCP,Annual & Perennial Non-Timber Crops; Housing & Urban Areas; Wood & Pulp Plantations; Work & Other Activities,Agriculture & Aquaculture; Human Intrusions & Disturbance; Residential & Commercial Development,0,climate_change;direct_exploitation;invasive_and_alien_species,conflits_and_epidemics;technology
24674,Mali?-Limari_etal,2017,Observational,Terrestrial,National,50,europe,Croatia,Spatial analyses of landcover and relief diversity of the Medvednica Nature Park - Possible implications for optimising visitor pressure,6.1:ActivRnR,6,survey,Quantitative,1,level2,,Recreational Activities,Human Intrusions & Disturbance,1,climate_change;direct_exploitation;land/sea_use_change,demographic
